"7","East Baton Rouge",20,"456781","434158","196069",206681,"  1285"," 14499","   121"," 15503"," 22623"," 21183",3492,"  3069","  1679","    70"," 10453",813,363,39,990,"    15","     1","   115","    23","    51","    10","  1296",436,65,16,299,"    51","     4","   253","    35","    69","     5",9,0,27,13,9,5,"     0","     0","     0","     0","   139",30,0,93,1,3,7,"     1","     1","     0","     0",0,3,0,0,"     0","     5",1,3,0,0,"     1",0,"     0",0,213398,"196069",9.37215906428364,1,"456781","434158","196069",206681,"  1285"," 14499","   121"," 15503"," 22623"," 21183",3492,"  3069","  1679","    70"," 10453",813,363,39,990,"    15","     1","   115","    23","    51","    10","  1296",436,65,16,299,"    51","     4","   253","    35","    69","     5",9,0,27,13,9,5,"     0","     0","     0","     0","   139",30,0,93,1,3,7,"     1","     1","     0","     0",0,3,0,0,"     0","     5",1,3,0,0,"     1",0,"     0",0,213398,196069,0.510024532179998,18.3758985557503
"8","Franklin",1,"19774","19195","12492",6554,"   31","   41","    0","   77","  579","  523",185,"  165","   13","    1","  126",16,0,0,9,"    5","    0","    0","    2","    0","    1","   32",5,4,0,0,"    3","    2","    7","    1","    1","    0",0,1,1,3,4,0,"    0","    0","    0","    0","   19",7,0,5,3,0,0,"    4","    0","    0","    0",0,0,0,0,"    0","    2",0,2,0,0,"    0",0,"    3",3,6802,"12492",14.7015583651867,1,"19774","19195","12492",6554,"   31","   41","    0","   77","  579","  523",185,"  165","   13","    1","  126",16,0,0,9,"    5","    0","    0","    2","    0","    1","   32",5,4,0,0,"    3","    2","    7","    1","    1","    0",0,1,1,3,4,0,"    0","    0","    0","    0","   19",7,0,5,3,0,0,"    4","    0","    0","    0",0,0,0,0,"    0","    2",0,2,0,0,"    0",0,"    3",3,6802,12492,8.0051232788985,1.83651867097912
"9","Iberia",1,"69929","66207","39206",23162,"  307"," 1943","    3"," 1586"," 3722"," 3461",955,"  401","  164","   20"," 1638",81,11,6,152,"    0","    0","   26","    3","    1","    3","  238",75,12,8,69,"    2","    0","   60","    5","    4","    0",0,0,3,0,0,0,"    0","    0","    0","    0","   19",0,0,8,1,0,0,"    1","    0","    0","    0",2,7,0,0,"    0","    4",1,3,0,0,"    0",0,"    0",0,24556,"39206",4.07232448281479,2,"69929","66207","39206",23162,"  307"," 1943","    3"," 1586"," 3722"," 3461",955,"  401","  164","   20"," 1638",81,11,6,152,"    0","    0","   26","    3","    1","    3","  238",75,12,8,69,"    2","    0","   60","    5","    4","    0",0,0,3,0,0,0,"    0","    0","    0","    0","   19",0,0,8,1,0,0,"    1","    0","    0","    0",2,7,0,0,"    0","    4",1,3,0,0,"    0",0,"    0",0,24556,39206,5.10126001122277,0.798297768366183
"10","Jefferson",16,"440781","397972","220935",117892,"  2524"," 19780","   152"," 36689"," 42809"," 40608",3516,"  4150","  2579","    94"," 25896",607,271,46,2564,"    48","     3","   519","    62","   182","    71","  1971",438,131,22,439,"   102","    10","   479","    34","   191","    17",4,1,60,5,9,4,"     1","     7","     0","    17","   210",42,0,129,8,3,3,"     4","    13","     1","     0",5,0,0,2,"     0","    20",3,13,0,0,"     4",0,"     0",0,126217,"220935",12.6765808092412,6,"440781","397972","220935",117892,"  2524"," 19780","   152"," 36689"," 42809"," 40608",3516,"  4150","  2579","    94"," 25896",607,271,46,2564,"    48","     3","   519","    62","   182","    71","  1971",438,131,22,439,"   102","    10","   479","    34","   191","    17",4,1,60,5,9,4,"     1","     7","     0","    17","   210",42,0,129,8,3,3,"     4","    13","     1","     0",5,0,0,2,"     0","    20",3,13,0,0,"     4",0,"     0",0,126217,220935,2.71573087107068,4.66783396848285
"11","Lafayette",6,"241753","227471","153363",61086,"   961","  5268","    76","  6717"," 14282"," 13325",2373,"  1987","  1014","    48","  6741",347,101,30,549,"    11","     2","    64","    27","    24","     7","   848",282,32,0,208,"    33","     0","   196","    35","    38","     1",6,0,7,8,2,0,"     0","     0","     0","     0","   100",15,3,76,2,0,0,"     0","     1","     0","     3",0,0,0,0,"     0","     9",4,5,0,0,"     0",0,"     0",0,65136,"153363",9.21149594694178,2,"241753","227471","153363",61086,"   961","  5268","    76","  6717"," 14282"," 13325",2373,"  1987","  1014","    48","  6741",347,101,30,549,"    11","     2","    64","    27","    24","     7","   848",282,32,0,208,"    33","     0","   196","    35","    38","     1",6,0,7,8,2,0,"     0","     0","     0","     0","   100",15,3,76,2,0,0,"     0","     1","     0","     3",0,0,0,0,"     0","     9",4,5,0,0,"     0",0,"     0",0,65136,153363,1.3040955119553,7.06351326455416
"12","Lincoln",1,"48396","46477","26034",18729,"  188","  685","    5","  836"," 1919"," 1811",416,"  455","  179","   18","  583",68,14,11,52,"    2","    0","    4","    6","    1","    2","   84",30,7,0,10,"   13","    8","    7","    4","    0","    0",1,0,1,3,0,0,"    0","    0","    0","    0","   18",1,3,5,4,2,0,"    2","    0","    0","    0",0,0,0,1,"    0","    6",2,4,0,0,"    0",0,"    0",0,19364,"26034",5.16422226812642,1,"48396","46477","26034",18729,"  188","  685","    5","  836"," 1919"," 1811",416,"  455","  179","   18","  583",68,14,11,52,"    2","    0","    4","    6","    1","    2","   84",30,7,0,10,"   13","    8","    7","    4","    0","    0",1,0,1,3,0,0,"    0","    0","    0","    0","   18",1,3,5,4,2,0,"    2","    0","    0","    0",0,0,0,1,"    0","    6",2,4,0,0,"    0",0,"    0",0,19364,26034,3.84113082891603,1.34445362528403
"13","Livingston",1,"142282","133278","116855",11268,"   463","  1123","    38","  3531","  9004","  8624",1003,"  2505","   483","    61","  4318",51,24,3,122,"     0","     1","    12","    17","    19","     5","   343",88,22,0,38,"    18","     6","   124","    17","    18","     8",0,0,2,1,0,0,"     1","     0","     0","     0","    37",11,0,25,0,0,0,"     0","     0","     0","     1",0,0,0,0,"     0","     0",0,0,0,0,"     0",0,"     0",0,12658,"116855",7.90014220255965,4,"142282","133278","116855",11268,"   463","  1123","    38","  3531","  9004","  8624",1003,"  2505","   483","    61","  4318",51,24,3,122,"     0","     1","    12","    17","    19","     5","   343",88,22,0,38,"    18","     6","   124","    17","    18","     8",0,0,2,1,0,0,"     1","     0","     0","     0","    37",11,0,25,0,0,0,"     0","     0","     0","     1",0,0,0,0,"     0","     0",0,0,0,0,"     0",0,"     0",0,12658,116855,3.42304565487142,2.30792779270027
"14","Orleans",13,"383997","359331","126462",208273,"  1337"," 10703","   147"," 12409"," 24666"," 22442",3607,"  1899","  1792","    85","  9384",947,353,44,4010,"    26","     4","   152","    45","    81","    13","  1822",601,137,1,449,"    72","     0","   274","    37","    79","     6",29,0,89,19,22,5,"     0","     0","     0","     2","   381",44,7,295,3,4,0,"     6","    11","     0","     1",6,1,0,3,"     0","    13",7,5,0,0,"     1",0,"     8",8,218969,"126462",5.93691344436884,2,"383997","359331","126462",208273,"  1337"," 10703","   147"," 12409"," 24666"," 22442",3607,"  1899","  1792","    85","  9384",947,353,44,4010,"    26","     4","   152","    45","    81","    13","  1822",601,137,1,449,"    72","     0","   274","    37","    79","     6",29,0,89,19,22,5,"     0","     0","     0","     2","   381",44,7,295,3,4,0,"     6","    11","     0","     1",6,1,0,3,"     0","    13",7,5,0,0,"     1",0,"     8",8,218969,126462,1.58150274390726,3.75396974000886
"15","Ouachita",7,"160368","153589"," 88545",59083,"   510","  2291","    42","  3118","  6779","  6410",1316,"  2075","   431","    33","  1958",274,72,13,188,"     6","     1","    24","     0","    14","     5","   297",139,16,0,34,"    21","     0","    51","     9","     5","     1",3,1,12,0,5,0,"     0","     0","     0","     0","    58",8,9,28,0,1,0,"     4","     7","     0","     0",0,0,0,1,"     0","    14",7,7,0,0,"     0",0,"     0",0,61217," 88545",11.434732182237,1,"160368","153589"," 88545",59083,"   510","  2291","    42","  3118","  6779","  6410",1316,"  2075","   431","    33","  1958",274,72,13,188,"     6","     1","    24","     0","    14","     5","   297",139,16,0,34,"    21","     0","    51","     9","     5","     1",3,1,12,0,5,0,"     0","     0","     0","     0","    58",8,9,28,0,1,0,"     4","     7","     0","     0",0,0,0,1,"     0","    14",7,7,0,0,"     0",0,"     0",0,61217,88545,1.1293692472754,10.1248836107617
"16","Rapides",4,"130023","123167"," 77510",40484,"  1026","  1828","    35","  2284","  6856","  6394",1256,"  1951","   552","    45","  2021",259,78,5,191,"     3","     0","    16","     6","     5","     6","   417",172,40,0,60,"     5","     5","   103","     4","    24","     0",2,1,0,1,0,0,"     0","     0","     0","     0","    38",10,0,24,1,0,0,"     0","     1","     1","     0",0,1,0,0,"     0","     2",0,0,0,0,"     0",2,"     5",5,42592," 77510",9.39143501126972,3,"130023","123167"," 77510",40484,"  1026","  1828","    35","  2284","  6856","  6394",1256,"  1951","   552","    45","  2021",259,78,5,191,"     3","     0","    16","     6","     5","     6","   417",172,40,0,60,"     5","     5","   103","     4","    24","     0",2,1,0,1,0,0,"     0","     0","     0","     0","    38",10,0,24,1,0,0,"     0","     1","     1","     0",0,1,0,0,"     0","     2",0,0,0,0,"     0",2,"     5",5,42592,77510,3.87046832666753,2.42643375907839
"17","Red River",1,"7620","7275","4195",2965,"  47","   1","   0","  67"," 345"," 289",97," 109","  13","   0","  56",7,1,0,6,"   0","   0","   0","   0","   0","   0","  45",19,1,0,1,"   2","   0","  15","   5","   1","   0",0,0,1,0,0,0,"   0","   0","   0","   0","  11",0,0,7,1,0,0,"   0","   3","   0","   0",0,0,0,0,"   0","   0",0,0,0,0,"   0",0,"   0",0,3106,"4195",32.1957501609788,1,"7620","7275","4195",2965,"  47","   1","   0","  67"," 345"," 289",97," 109","  13","   0","  56",7,1,0,6,"   0","   0","   0","   0","   0","   0","  45",19,1,0,1,"   2","   0","  15","   5","   1","   0",0,0,1,0,0,0,"   0","   0","   0","   0","  11",0,0,7,1,0,0,"   0","   3","   0","   0",0,0,0,0,"   0","   0",0,0,0,0,"   0",0,"   0",0,3106,4195,23.8379022646007,1.35061171925306
"18","St. Martin",2,"51767","49734","33259",15099,"  202","  441","    3","  730"," 2033"," 1865",577,"  310","   98","   14","  701",41,18,0,90,"    4","    0","    8","    1","    3","    0","  152",38,7,0,23,"   15","    0","   19","   11","   24","    3",4,3,5,0,0,0,"    0","    0","    0","    0","   16",5,0,4,5,0,2,"    0","    0","    0","    0",0,0,0,0,"    0","    0",0,0,0,0,"    0",0,"    0",0,15921,"33259",12.5620249984297,1,"51767","49734","33259",15099,"  202","  441","    3","  730"," 2033"," 1865",577,"  310","   98","   14","  701",41,18,0,90,"    4","    0","    8","    1","    3","    0","  152",38,7,0,23,"   15","    0","   19","   11","   24","    3",4,3,5,0,0,0,"    0","    0","    0","    0","   16",5,0,4,5,0,2,"    0","    0","    0","    0",0,0,0,0,"    0","    0",0,0,0,0,"    0",0,"    0",0,15921,33259,3.00670495204306,4.17800389422775
"19","Tangipahoa",1,"133157","125921"," 81336",40039,"   533","  1003","    24","  2986","  7236","  6811",1216,"  1759","   382","    58","  2937",184,25,19,150,"     8","     1","    44","    14","    12","     2","   376",112,4,0,64,"    24","     4","   113","    15","    12","     7",0,3,10,5,2,0,"     0","     0","     0","     1","    30",0,0,25,0,1,0,"     3","     0","     0","     0",0,1,0,0,"     0","    19",5,14,0,0,"     0",0,"     0",0,41879," 81336",2.38783161011485,4,"133157","125921"," 81336",40039,"   533","  1003","    24","  2986","  7236","  6811",1216,"  1759","   382","    58","  2937",184,25,19,150,"     8","     1","    44","    14","    12","     2","   376",112,4,0,64,"    24","     4","   113","    15","    12","     7",0,3,10,5,2,0,"     0","     0","     0","     1","    30",0,0,25,0,1,0,"     3","     0","     0","     0",0,1,0,0,"     0","    19",5,14,0,0,"     0",0,"     0",0,41879,81336,4.91787154519524,0.485541679600755
"20","Terrebonne",3,"109580","102453"," 69934",21253,"  6070","  1322","    40","  3834","  7127","  6648",975,"  2412","   301","    26","  2215",470,31,3,122,"    27","     9","    48","     6","     3","     0","   437",176,12,4,52,"    39","     0","    98","    19","    20","     4",0,0,5,2,0,6,"     0","     0","     0","     0","    40",8,4,15,3,0,0,"     0","     2","     0","     3",3,0,0,2,"     0","     2",0,1,0,0,"     1",0,"     0",0,23147," 69934",12.9606428478853,4,"109580","102453"," 69934",21253,"  6070","  1322","    40","  3834","  7127","  6648",975,"  2412","   301","    26","  2215",470,31,3,122,"    27","     9","    48","     6","     3","     0","   437",176,12,4,52,"    39","     0","    98","    19","    20","     4",0,0,5,2,0,6,"     0","     0","     0","     0","    40",8,4,15,3,0,0,"     0","     2","     0","     3",3,0,0,2,"     0","     2",0,1,0,0,"     1",0,"     0",0,23147,69934,5.71967855406526,2.26597399231002
"21","Vernon",1,"48750","44667","35087",6491,"  566","  888","  301"," 1334"," 4083"," 3800",714,"  978","  409","   73"," 1284",68,60,10,92,"    9","    0","   16","   56","   14","   17","  251",67,41,7,13,"   17","    6","   34","   24","   21","    1",10,5,4,0,1,0,"    0","    0","    0","    0","   29",5,1,8,6,3,0,"    3","    1","    0","    0",0,0,0,2,"    0","    3",3,0,0,0,"    0",0,"    0",0,7611,"35087",13.1388779398239,1,"48750","44667","35087",6491,"  566","  888","  301"," 1334"," 4083"," 3800",714,"  978","  409","   73"," 1284",68,60,10,92,"    9","    0","   16","   56","   14","   17","  251",67,41,7,13,"   17","    6","   34","   24","   21","    1",10,5,4,0,1,0,"    0","    0","    0","    0","   29",5,1,8,6,3,0,"    3","    1","    0","    0",0,0,0,2,"    0","    3",3,0,0,0,"    0",0,"    0",0,7611,35087,2.85005842619774,4.61003810274603
"22","Washington",1,"45463","43664","29943",12858,"  143","  164","    0","  556"," 1799"," 1700",395,"  573","   36","    4","  574",54,11,2,40,"    0","    0","    7","    2","    2","    0","   79",25,4,0,17,"    9","    0","   13","    2","    0","    0",0,0,3,6,0,0,"    0","    0","    0","    0","   18",0,0,6,1,0,0,"    0","    1","    0","    0",0,0,0,10,"    0","    2",0,2,0,0,"    0",0,"    0",0,13434,"29943",7.44379931517046,1,"45463","43664","29943",12858,"  143","  164","    0","  556"," 1799"," 1700",395,"  573","   36","    4","  574",54,11,2,40,"    0","    0","    7","    2","    2","    0","   79",25,4,0,17,"    9","    0","   13","    2","    0","    0",0,0,3,6,0,0,"    0","    0","    0","    0","   18",0,0,6,1,0,0,"    0","    1","    0","    0",0,0,0,10,"    0","    2",0,2,0,0,"    0",0,"    0",0,13434,29943,3.33967872290686,2.22889682894149
"23","West Baton Rouge",3,"27199","25962","14307",10754,"   85","  220","   10","  586"," 1237"," 1151",261,"  217","   44","   11","  502",43,7,3,51,"    3","    3","    0","    5","    1","    0","   78",19,2,2,14,"    2","    2","   19","    6","    0","    0",0,1,1,4,4,0,"    2","    0","    0","    0","    8",2,0,2,0,0,0,"    0","    4","    0","    0",0,0,0,0,"    0","    0",0,0,0,0,"    0",0,"    0",0,11170,"14307",26.857654431513,1,"27199","25962","14307",10754,"   85","  220","   10","  586"," 1237"," 1151",261,"  217","   44","   11","  502",43,7,3,51,"    3","    3","    0","    5","    1","    0","   78",19,2,2,14,"    2","    2","   19","    6","    0","    0",0,1,1,4,4,0,"    2","    0","    0","    0","    8",2,0,2,0,0,0,"    0","    4","    0","    0",0,0,0,0,"    0","    0",0,0,0,0,"    0",0,"    0",0,11170,14307,6.98958551757881,3.84252461951656
"24","Winn",1,"13755","13261"," 8594",3525,"   77","  173","   20","  872","  494","  437",139,"  172","   23","    4","   60",7,4,1,13,"    1","    0","   11","    2","    0","    0","   50",10,3,4,7,"    1","    0","    3","    7","    0","    5",3,0,3,4,0,0,"    0","    0","    0","    0","    3",0,0,3,0,0,0,"    0","    0","    0","    0",0,0,0,0,"    0","    4",0,1,0,0,"    3",0,"    0",0,3727," 8594",26.8312315535283,2,"13755","13261"," 8594",3525,"   77","  173","   20","  872","  494","  437",139,"  172","   23","    4","   60",7,4,1,13,"    1","    0","   11","    2","    0","    0","   50",10,3,4,7,"    1","    0","    3","    7","    0","    5",3,0,3,4,0,0,"    0","    0","    0","    0","    3",0,0,3,0,0,0,"    0","    0","    0","    0",0,0,0,0,"    0","    4",0,1,0,0,"    3",0,"    0",0,3727,8594,23.2720502676286,1.15293801985511
